City,Lat,Lng,Country,Date,Max Temp,Humidity,Cloudiness,Wind Speed
hue,16.47,107.58,VN,3/3/2019,77,100,75,4.7
podosinovets,60.28,47.06,RU,3/3/2019,7.96,71,24,4.74
kavali,14.91,79.99,IN,3/3/2019,74.51,89,0,8.21
uray,60.13,64.8,RU,3/3/2019,16.28,79,88,9.89
sumbawanga,-7.95,31.62,TZ,3/3/2019,67.54,100,92,3.85
durant,33.99,-96.37,US,3/3/2019,30.2,68,90,14.99
palauig,15.44,119.9,PH,3/3/2019,75.5,87,0,4.29
lyubech,51.7,30.66,UA,3/3/2019,40.45,90,92,19.17
znamenskoye,57.13,73.82,RU,3/3/2019,30.05,87,64,20.85
bogalusa,30.79,-89.85,US,3/3/2019,57.99,82,90,14.99
nicoya,10.15,-85.45,CR,3/3/2019,87.8,52,20,14.99
salisbury,51.07,-1.8,GB,3/3/2019,48.99,75,20,11.41
dongobesh,-4.07,35.37,TZ,3/3/2019,58.27,98,68,1.72
farah,32.37,62.11,AF,3/3/2019,40.18,89,0,3.06
leh,34.16,77.58,IN,3/3/2019,-5.37,73,68,1.39
bandipur,11.67,76.63,IN,3/3/2019,66.19,91,12,1.72
landsberg,51.53,12.16,DE,3/3/2019,51.8,66,0,21.92
freeport,26.54,-78.7,BS,3/3/2019,77,83,40,10.29
mpongwe,-13.51,28.16,ZM,3/3/2019,69.43,59,0,6.98
issoudun,46.95,1.99,FR,3/3/2019,57.2,47,0,16.11
meyzieu,45.78,5,FR,3/3/2019,57.2,41,0,25.28
sontra,51.07,9.94,DE,3/3/2019,52,76,75,14.99
mana,43.52,20.24,RS,3/3/2019,37.4,92,0,2.17
akureyri,65.68,-18.09,IS,3/3/2019,33.8,69,75,19.46
poletayevo,55.04,61.11,RU,3/3/2019,16,72,40,17.9
ilinskoye-khovanskoye,56.97,39.77,RU,3/3/2019,23,85,90,11.18
razole,16.48,81.84,IN,3/3/2019,79.96,100,0,13.02
north auburn,47.34,-122.23,US,3/3/2019,48.2,23,1,3.36
zatoka,50.04,20.52,PL,3/3/2019,48.99,70,0,8.05
svit,49.06,20.2,SK,3/3/2019,42.8,70,20,14.99
yakeshi,49.28,120.73,CN,3/3/2019,16.33,70,36,5.64
kati,12.75,-8.07,ML,3/3/2019,73.4,16,0,4.7
nizhniy ufaley,55.91,59.99,RU,3/3/2019,13.63,65,0,11.23
bozhou,33.86,115.78,CN,3/3/2019,37.03,85,0,5.41
angouleme,45.65,0.15,FR,3/3/2019,62.6,39,0,17.22
tral,33.93,75.11,IN,3/3/2019,27.8,92,88,0.49
abramovka,51.19,41.01,RU,3/3/2019,24.61,88,92,16.04
rockport,28.02,-97.05,US,3/3/2019,55.4,76,90,25.28
savelugu,9.63,-0.83,GH,3/3/2019,77.26,26,0,8.21
kadoma,-18.34,29.91,ZW,3/3/2019,66.86,81,0,8.77
crateus,-5.18,-40.68,BR,3/3/2019,70.51,94,88,3.74
warrington,53.39,-2.59,GB,3/3/2019,43,86,75,24.16
recodo,13.03,121.49,PH,3/3/2019,73.75,100,68,1.39
port said,25.34,30.55,EG,3/3/2019,44.23,50,0,4.97
seydisehir,37.42,31.85,TR,3/3/2019,29.96,89,36,1.39
novoagansk,61.94,76.66,RU,3/3/2019,27.85,76,80,13.47
lere,9.66,14.23,TD,3/3/2019,88.06,31,100,7.2
lenger,42.18,69.89,KZ,3/3/2019,39.2,80,8,11.18
mandapeta,16.87,81.93,IN,3/3/2019,75.23,86,8,5.41
rosarito,4.91,-75.23,CO,3/3/2019,77,88,75,2.24
ponta do sol,-20.63,-46,BR,3/3/2019,66.68,93,80,5.64
makokou,0.56,12.85,GA,3/3/2019,72.53,98,88,2.17
kohlu,29.9,69.25,PK,3/3/2019,42.79,90,88,2.73
soderhamn,61.3,17.06,SE,3/3/2019,26.01,82,92,1.99
kilkis,40.99,22.87,GR,3/3/2019,46,87,20,6.93
calgary,51.05,-114.06,CA,3/3/2019,10.99,38,20,5.82
kolondieba,11.09,-6.89,ML,3/3/2019,65.92,36,0,5.08
blackwater,51.33,-0.78,GB,3/3/2019,48.99,76,80,14.99
umtata,-31.59,28.78,ZA,3/3/2019,60.8,100,0,4.7
haverfordwest,51.8,-4.97,GB,3/3/2019,41,93,20,11.41
matata,-37.89,176.76,NZ,3/3/2019,75.99,66,0,4
luyang,31.88,117.26,CN,3/3/2019,37.4,93,0,8.95
greenwood,32.03,-101.9,US,3/3/2019,32,63,0,12.75
kharan,28.58,65.42,PK,3/3/2019,43.87,84,76,1.61
casa nova,-11.77,-39.23,BR,3/3/2019,79.42,70,44,11.45
mount isa,-20.73,139.49,AU,3/3/2019,84.2,39,0,12.75
navahrudak,53.59,25.82,BY,3/3/2019,43.46,94,92,19.06
carmo do rio claro,-20.97,-46.12,BR,3/3/2019,67.76,100,76,5.41
merritt island,28.54,-80.67,US,3/3/2019,82.99,78,1,10.29
lovozero,68.01,35.02,RU,3/3/2019,-11.58,53,20,2.73
enterprise,31.32,-85.86,US,3/3/2019,66.2,100,75,4.7
poltavka,54.36,71.76,RU,3/3/2019,28.61,83,48,16.6
koshurnikovo,54.3,93.39,RU,3/3/2019,18.71,71,68,3.74
stepnyak,52.83,70.79,KZ,3/3/2019,27.98,89,68,16.71
goryachegorsk,55.41,88.92,RU,3/3/2019,27.35,83,24,7.65
karpogory,64,44.44,RU,3/3/2019,9.98,73,68,2.95
shumskiy,54.83,99.13,RU,3/3/2019,11.38,70,24,1.95
iwaki,37.05,140.89,JP,3/3/2019,48,100,75,13.87
akdepe,42.05,59.39,TM,3/3/2019,37.4,93,90,13.87
villa del rosario,7.83,-72.47,CO,3/3/2019,86,55,40,6.93
ancud,-41.87,-73.83,CL,3/3/2019,53.6,81,75,5.82
suhbaatar,50.23,106.21,MN,3/3/2019,15.83,67,56,2.39
trojes,41.76,19.96,AL,3/3/2019,35.6,89,0,2.24
aneho,6.23,1.6,TG,3/3/2019,84.2,83,20,9.17
guadalajara,40.63,-3.16,ES,3/3/2019,55,71,0,6.93
gedo,9.01,37.45,ET,3/3/2019,56.02,97,80,1.39
jacqueville,5.21,-4.42,CI,3/3/2019,82.4,83,0,8.05
cabras,5.5,-75.6,CO,3/3/2019,61.24,94,64,1.61
nimaparha,20.07,86.02,IN,3/3/2019,75.2,100,40,13.24
hainburg,50.07,8.95,DE,3/3/2019,54,62,20,9.17
puerto baquerizo moreno,-0.9,-89.6,EC,3/3/2019,80.6,88,75,2.24
kapustin yar,48.58,45.77,RU,3/3/2019,26.95,85,36,12.68
chernyshevskiy,63.01,112.47,RU,3/3/2019,8.68,84,64,5.19
suruc,36.98,38.42,TR,3/3/2019,41,100,90,12.75
yangambi,0.77,24.47,CD,3/3/2019,70.06,100,56,2.28
palembang,-2.99,104.76,ID,3/3/2019,78.8,94,40,3.36
novouzensk,50.46,48.14,RU,3/3/2019,18.94,86,80,17.05
vanimo,-2.67,141.3,PG,3/3/2019,81.94,100,92,11.9
kautokeino,69.01,23.04,NO,3/3/2019,-12.7,55,48,2.95
chany,55.31,76.76,RU,3/3/2019,30.37,89,64,20.74
vikindu,-6.98,39.3,TZ,3/3/2019,76.4,96,20,2.39
trinidad,-33.52,-56.9,UY,3/3/2019,69.88,61,0,10
byron bay,-28.65,153.62,AU,3/3/2019,84,74,75,10.29
sturgeon bay,44.83,-87.38,US,3/3/2019,10.4,46,1,13.87
bouloupari,-21.87,166.05,NC,3/3/2019,84.2,70,90,5.82
guarapari,-20.67,-40.5,BR,3/3/2019,82.4,83,20,8.05
sao sebastiao do paraiso,-20.92,-46.99,BR,3/3/2019,66.23,91,68,5.75
along,28.17,94.8,IN,3/3/2019,48.95,89,76,1.95
kpandae,8.46,-0.01,GH,3/3/2019,73.48,42,0,2.06
mpulungu,-8.77,31.12,ZM,3/3/2019,62.86,98,92,4.41
zomin,39.96,68.4,UZ,3/3/2019,36.35,72,0,4.07
klaksvik,62.23,-6.59,FO,3/3/2019,41,86,92,5.82
buncrana,55.14,-7.45,GB,3/3/2019,44.6,65,40,17.22
santa fe,-31.62,-60.7,AR,3/3/2019,84.99,63,56,5.01
yukamenskoye,57.89,52.24,RU,3/3/2019,10.03,78,64,4.52
bria,6.54,21.99,CF,3/3/2019,71.63,45,48,7.31
chichibu,35.99,139.07,JP,3/3/2019,51.01,93,75,6.93
hirtshals,57.59,9.96,DK,3/3/2019,40.09,96,80,12.01
taksimo,56.36,114.84,RU,3/3/2019,10.3,71,68,2.39
khirkiya,22.17,76.86,IN,3/3/2019,59.08,85,0,2.73
jalu,29.03,21.55,LY,3/3/2019,49.9,71,0,8.66
santo domingo,18.48,-69.94,DO,3/3/2019,79,69,40,4.7
ko samui,9.54,99.94,TH,3/3/2019,82.4,78,20,8.05
albany,42.65,-73.75,US,3/3/2019,35.01,58,90,2.51
dubti,11.74,41.09,ET,3/3/2019,69.61,55,12,11.34
ndola,-12.97,28.64,ZM,3/3/2019,69.88,56,0,5.08
mul,20.07,79.68,IN,3/3/2019,68.26,95,0,8.99
plotnikovo,55.04,83.4,RU,3/3/2019,30.2,80,75,13.42
benalla,-36.55,145.99,AU,3/3/2019,89.01,30,8,3.36
paracuru,-3.41,-39.03,BR,3/3/2019,82,78,20,3.36
ziarat,30.38,67.73,PK,3/3/2019,24.65,87,24,3.18
the pas,53.82,-101.24,CA,3/3/2019,5,65,90,17.22
ibicui,-14.84,-39.99,BR,3/3/2019,73.75,81,8,7.65
norfolk,36.85,-76.29,US,3/3/2019,51.01,87,90,4.7
evanston,42.04,-87.69,US,3/3/2019,21.2,43,0,5.82
hasaki,35.73,140.83,JP,3/3/2019,51.8,93,75,18.34
morehead,38.18,-83.43,US,3/3/2019,32,92,75,10.29
dno,57.83,29.97,RU,3/3/2019,24.56,87,92,11.01
mozarlandia,-14.74,-50.57,BR,3/3/2019,70.55,94,32,2.95
kencong,-7.78,112.24,ID,3/3/2019,73.3,95,80,3.18
wadena,51.95,-103.8,CA,3/3/2019,1.39,76,44,15.03
lobito,-12.35,13.55,AO,3/3/2019,68.93,88,92,3.06
ridgecrest,35.62,-117.67,US,3/3/2019,69.8,28,1,20.8
turangi,-39,175.93,NZ,3/3/2019,80.01,24,0,5.99
gejiu,23.36,103.16,CN,3/3/2019,55.57,71,12,4.97
lapeer,43.05,-83.32,US,3/3/2019,23,67,90,4.7
mishkino,56.22,46.62,RU,3/3/2019,19.4,92,75,8.95
zanjan,36.67,48.48,IR,3/3/2019,21.82,93,56,2.62
lerici,44.07,9.91,IT,3/3/2019,51.01,100,75,3.36
ostrovskoye,57.81,42.24,RU,3/3/2019,19.84,93,76,8.1
fatehpur,31.18,71.21,PK,3/3/2019,43.87,86,0,2.84
arandis,-22.42,14.98,NA,3/3/2019,66.99,86,0,1.99
niksic,42.77,18.95,ME,3/3/2019,48.2,93,0,1.12
emilio carranza,19.97,-96.61,MX,3/3/2019,83.92,55,0,4.41
dmitriyevka,43.08,41,GE,3/3/2019,18.8,100,0,2.62
atikokan,48.76,-91.62,CA,3/3/2019,-3.48,48,36,8.21
anito,12.45,125.29,PH,3/3/2019,78.79,100,76,10.89
mamaku,-38.1,176.07,NZ,3/3/2019,82,82,0,5.99
mamakan,57.82,114.02,RU,3/3/2019,15.11,74,68,2.62
collie,-33.36,116.15,AU,3/3/2019,68,40,0,11.23
meiktila,20.88,95.86,MM,3/3/2019,63.26,53,0,6.76
springdale,36.19,-94.13,US,3/3/2019,21.99,73,90,16.11
amos,48.57,-78.12,CA,3/3/2019,12.2,56,75,4.7
mehriz,31.58,54.44,IR,3/3/2019,48.2,26,0,4.7
montrose,-37.81,145.34,AU,3/3/2019,75,73,90,2.24
meylan,45.21,5.78,FR,3/3/2019,51.8,70,0,4.7
kabalo,-6.05,26.92,CD,3/3/2019,69.61,99,88,2.95
sanghar,28.18,68.31,PK,3/3/2019,53.86,89,64,3.62
jishou,28.26,109.7,CN,3/3/2019,40,88,92,2.62
abu zabad,12.35,29.25,SD,3/3/2019,67.54,24,0,10.56
matagami,9.67,8.4,NG,3/3/2019,66.19,81,0,2.39
xuanwu,32.07,118.81,CN,3/3/2019,46,99,0,2.95
vostok,46.45,135.83,RU,3/3/2019,23.93,73,0,2.39
raahe,64.68,24.47,FI,3/3/2019,-4.01,83,0,8.05
yantal,56.85,105.25,RU,3/3/2019,1.12,58,0,2.39
kosum phisai,16.25,103.07,TH,3/3/2019,77,83,20,4.7
balabac,7.99,117.06,PH,3/3/2019,79.73,100,44,10.56
vestmannaeyjar,63.44,-20.27,IS,3/3/2019,37.57,95,80,13.8
almansa,38.87,-1.1,ES,3/3/2019,64,67,0,4.7
mayo,63.59,-135.9,CA,3/3/2019,10.4,46,20,3.62
cockenzie,55.97,-2.97,GB,3/3/2019,41,100,75,5.82
nizhnyaya tavda,57.67,66.17,RU,3/3/2019,20.51,87,68,13.91
bar-le-duc,48.77,5.16,FR,3/3/2019,55.4,46,0,5.82
madimba,4.42,9.93,CM,3/3/2019,78.8,100,75,2.24
armizonskoye,55.95,67.67,RU,3/3/2019,27.85,88,88,20.51
matelica,43.26,13.01,IT,3/3/2019,55,75,32,2.24
dzaoudzi,-12.79,45.27,YT,3/3/2019,82.4,83,20,11.41
lanzhou,36.06,103.82,CN,3/3/2019,26.6,45,0,2.24
bluff,-23.58,149.07,AU,3/3/2019,78.65,58,0,13.8
elliot lake,46.37,-82.65,CA,3/3/2019,10.4,78,40,10.29
dvinskoy,62.16,45.12,RU,3/3/2019,1.57,68,64,2.73
chau doc,10.71,105.12,VN,3/3/2019,68.48,94,0,3.74
avare,-23.1,-48.93,BR,3/3/2019,70.6,95,88,11.01
san rafael del sur,11.85,-86.44,NI,3/3/2019,89.6,49,20,11.41
anisoc,1.87,10.77,GQ,3/3/2019,71.05,98,32,1.39
verkh-usugli,52.7,115.17,RU,3/3/2019,11.65,62,0,5.19
sumenep,-7.02,113.87,ID,3/3/2019,82.48,100,80,9.33
lanigan,51.85,-105.03,CA,3/3/2019,1.57,76,48,16.04
macamic,48.75,-79,CA,3/3/2019,8.6,55,40,2.24
mantenopolis,-18.86,-41.12,BR,3/3/2019,79.42,62,8,10.67
mucurapo,10.67,-61.53,TT,3/3/2019,75.2,88,75,10.29
burlington,43.32,-79.8,CA,3/3/2019,27,92,90,6.93
jagdalpur,19.09,82.02,IN,3/3/2019,65.33,91,12,3.18
mpanda,-6.34,31.07,TZ,3/3/2019,65.33,94,92,2.73
asyut,27.18,31.19,EG,3/3/2019,42.07,54,0,3.74
simplicio mendes,-7.85,-41.91,BR,3/3/2019,68.75,93,12,2.95
hebi,35.75,114.29,CN,3/3/2019,33.52,71,12,2.39
anshun,26.25,105.93,CN,3/3/2019,52.6,97,92,12.68
guymon,36.68,-101.48,US,3/3/2019,15.8,61,90,12.75
podyuga,61.09,40.86,RU,3/3/2019,10.57,76,64,3.85
tashara,55.52,83.51,RU,3/3/2019,29.33,88,76,13.69
apatou,5.16,-54.34,SR,3/3/2019,79.33,63,12,6.2
palana,59.08,159.95,RU,3/3/2019,12.68,74,88,4.52
vrangel,42.73,133.08,RU,3/3/2019,35.59,94,8,10.78
langsa,4.47,97.97,ID,3/3/2019,67.72,93,0,2.62
snihurivka,47.07,32.8,UA,3/3/2019,27.8,88,0,11.56
townsville,-19.26,146.82,AU,3/3/2019,82.99,54,20,13.87
zhirnovsk,50.98,44.78,RU,3/3/2019,20.78,86,88,17.38
ferme-neuve,46.7,-75.45,CA,3/3/2019,19.48,69,88,4.85
ust-kuyga,70,135.55,RU,3/3/2019,-19.23,54,48,3.62
sendafa,9.16,39.02,ET,3/3/2019,60.8,77,40,9.17
general bravo,25.79,-99.18,MX,3/3/2019,73.12,83,88,20.18
montego bay,18.47,-77.92,JM,3/3/2019,77,83,75,5.82
brasilia,-10.9,-37.55,BR,3/3/2019,82.4,74,40,10.29
guadalupe y calvo,26.09,-106.96,MX,3/3/2019,70.33,16,0,3.4
gibara,21.11,-76.13,CU,3/3/2019,82.4,58,40,11.41
supe,-10.8,-77.72,PE,3/3/2019,73.12,100,24,11.01
savinka,50.08,47.1,RU,3/3/2019,19.57,84,68,16.49
guanica,17.97,-66.91,PR,3/3/2019,78.01,94,90,3.36
choma,-16.81,26.98,ZM,3/3/2019,64.7,73,0,2.62
xinxiang,35.3,113.88,CN,3/3/2019,34.87,79,0,3.51
dawei,14.07,98.19,MM,3/3/2019,70.01,95,0,1.39
kualakapuas,-3.01,114.39,ID,3/3/2019,77,94,20,3.36
moree,-29.46,149.84,AU,3/3/2019,79,44,0,9.17
buribay,51.96,58.16,RU,3/3/2019,11.15,85,0,12.01
goundi,9.36,17.37,TD,3/3/2019,90.08,23,88,8.32
truro,50.26,-5.05,GB,3/3/2019,43,93,92,9.17
inyonga,-6.72,32.06,TZ,3/3/2019,63.08,95,80,2.51
itaqui,-29.13,-56.55,BR,3/3/2019,81.26,48,0,7.2
rio gallegos,-51.62,-69.22,AR,3/3/2019,53.6,58,40,18.34
tsogni,-2.79,10.1,GA,3/3/2019,81.8,96,68,3.96
trelleborg,55.38,13.15,SE,3/3/2019,42.01,100,90,6.93
doembang nangbuat,14.85,100.1,TH,3/3/2019,81,81,0,9.22
zavetnoye,47.12,43.89,RU,3/3/2019,27.04,90,48,13.91
calafat,43.99,22.93,RO,3/3/2019,35.41,75,0,6.87
abidjan,5.32,-4.02,CI,3/3/2019,82.4,83,0,8.05
mao,19.55,-71.08,DO,3/3/2019,82,61,40,17.22
nueva helvecia,-34.28,-57.23,UY,3/3/2019,70,69,8,8.88
codrington,-28.95,153.24,AU,3/3/2019,80.6,73,92,5.19
kondinskoye,59.65,67.41,RU,3/3/2019,20.92,81,80,10.78
umea,63.83,20.26,SE,3/3/2019,15.8,85,0,3.36
santa josefa,7.99,126.03,PH,3/3/2019,73.88,93,24,3.29
kudat,6.89,116.84,MY,3/3/2019,78.8,88,75,3.36
gagino,54.27,39.54,RU,3/3/2019,28.99,74,88,3
jaisalmer,26.91,70.91,IN,3/3/2019,56.02,92,92,8.21
yongzhou,26.46,111.6,CN,3/3/2019,43.01,94,76,1.95
milkovo,41.53,24.68,BG,3/3/2019,46.99,100,75,2.24
annau,37.89,58.52,TM,3/3/2019,48.2,61,0,13.87
pokaran,26.93,71.92,IN,3/3/2019,57.19,94,92,8.21
ortigueira,43.68,-7.85,ES,3/3/2019,55.99,71,40,14.99
kudahuvadhoo,2.67,72.89,MV,3/3/2019,82.84,98,64,14.81
armeria,18.93,-103.97,MX,3/3/2019,82.4,69,5,11.41
otaru,43.18,140.99,JP,3/3/2019,37,99,75,5.82
tlazazalca,19.97,-102.06,MX,3/3/2019,78.8,47,5,6.93
aitape,-3.15,142.36,PG,3/3/2019,81.04,93,80,4.63
baruun-urt,46.68,113.28,MN,3/3/2019,18.67,45,44,7.2
ponnampet,12.15,75.93,IN,3/3/2019,69.52,90,48,3.62
galyugayevskaya,43.7,44.93,RU,3/3/2019,21.37,73,0,2.95
ayame,5.61,-3.16,CI,3/3/2019,79.96,89,0,7.54
senneterre,48.39,-77.24,CA,3/3/2019,12.2,56,75,4.7
gornja koprivna,45.01,15.95,BA,3/3/2019,42.65,49,44,4.85
ampanihy,-24.69,44.75,MG,3/3/2019,68.89,94,20,5.08
fougamou,-1.22,10.59,GA,3/3/2019,70.69,97,36,2.51
pueblo nuevo,23.99,-106.96,MX,3/3/2019,78.01,62,12,5.99
gigmoto,13.78,124.39,PH,3/3/2019,77.48,100,88,6.53
pavilosta,56.89,21.19,LV,3/3/2019,39.2,93,68,11.41
alausi,-2.2,-78.83,EC,3/3/2019,50.66,100,68,1.95
lady lake,28.92,-81.92,US,3/3/2019,82.4,42,1,10.29
boma,11.23,4.46,NG,3/3/2019,78.7,28,32,8.88
eisiskes,54.17,25,LT,3/3/2019,39.2,86,75,11.41
bar harbor,44.39,-68.2,US,3/3/2019,32,86,90,8.05
crawfordsville,40.04,-86.9,US,3/3/2019,26.01,73,90,13.87
coihaique,-45.58,-72.07,CL,3/3/2019,51.8,53,40,3.36
karlskrona,56.16,15.59,SE,3/3/2019,39.2,93,68,4.7
chipinge,-20.19,32.62,ZW,3/3/2019,69.25,97,8,2.95
carmen,7.2,124.8,PH,3/3/2019,78.61,79,64,3.51
cotonou,6.37,2.43,BJ,3/3/2019,80.36,77,0,6.76
lagdo,9.06,13.67,CM,3/3/2019,90.85,31,92,8.1
zharkent,44.17,80,KZ,3/3/2019,9.85,61,56,2.39
